,Animal Name,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,was_outcome_alive,Intake_Date_dt,Outcome_Date_dt,days_in_shelter
13371,,BLACK,WHITE,Female,2020-06-26,2.0,2020-08-02,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-05,"100 E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-08-02,2020-08-05,3 days
13372,,BLACK,WHITE,Female,2020-06-26,2.0,2020-08-02,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-05,"100 E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-08-02,2020-08-05,3 days
13373,*BLOSSOM,GRAY TABBY,TRICOLOR,Spayed,2016-07-26,6.0,2020-07-26,INJURED  MILD,STRAY,OTC,,2020-09-11,"200 STUDEBAKER RD, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,SPCALA,1,2020-07-26,2020-09-11,47 days
13374,,ORG TABBY,WHITE,Male,2020-06-29,2.0,2020-07-29,UNDER AGE/WEIGHT,STRAY,OTC,,2020-07-29,"6300 BLK E MARITA ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,1,2020-07-29,2020-07-29,0 days
13375,,WHITE,BLACK,Male,2020-06-16,2.0,2020-07-31,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-05,"ROSE ST / SUTTON ST, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,1,2020-07-31,2020-08-05,5 days
13376,*MITCH,GRAY TABBY,WHITE,Neutered,2020-03-16,3.0,2020-07-31,NORMAL,STRAY,OTC,,2020-08-05,"3600 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,WEB,1,2020-07-31,2020-08-05,5 days
13377,,BLACK,WHITE,Female,2020-07-01,2.0,2020-08-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-13,"2300 BLK SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-08-01,2020-08-13,12 days
13378,,CREAM,,Neutered,2008-08-02,14.0,2020-08-02,ILL SEVERE,STRAY,FIELD,,2020-08-02,"3500 BLK BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-08-02,2020-08-02,0 days
13379,,BRN TABBY,,Unknown,2020-07-27,2.0,2020-08-05,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-05,"6400 BLK ORANGE AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-08-05,2020-08-05,0 days
13380,,BLACK,WHITE,Unknown,2020-07-27,2.0,2020-08-05,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-06,"5500 BLK LEWIS AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-08-05,2020-08-06,1 days
13381,,BLACK,WHITE,Unknown,2016-08-06,6.0,2020-08-06,INJURED  SEVERE,STRAY,FIELD,,2020-08-06,"800 BLK E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-08-06,2020-08-06,0 days
13382,A646821 *BLUEBERRY,BLACK,,Neutered,2018-08-08,4.0,2020-08-08,NORMAL,STRAY,TRAP,,2020-08-13,"4000 BLK ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-08-08,2020-08-13,5 days
13383,,GRAY,,Male,2020-07-15,2.0,2020-08-08,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-09,"500 BLK W 15TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SBACC,1,2020-08-08,2020-08-09,1 days
13384,,FLAME PT,,Male,2020-07-10,2.0,2020-08-10,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-11,"E SPRING ST / N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,RESCUE,CATPAWS,1,2020-08-10,2020-08-11,1 days
13385,,GRAY TABBY,,Female,2020-07-10,2.0,2020-08-10,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-11,"E SPRING ST / N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,RESCUE,CATPAWS,1,2020-08-10,2020-08-11,1 days
13386,BABY 1,BLACK,,Male,2020-07-27,2.0,2020-08-11,NORMAL,STRAY,FIELD,,2020-08-11,"400 OBISPO AVE, LONG BEACH, CA 90814",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-08-11,2020-08-11,0 days
13387,,CALICO TAB,,Female,2020-03-12,3.0,2020-08-12,NORMAL,STRAY,OTC,,2020-08-12,"E 4TH ST / XIMENO AVE, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,SPCALA,1,2020-08-12,2020-08-12,0 days
13388,,SEAL PT,,Female,2020-07-12,2.0,2020-08-12,NORMAL,STRAY,OTC,,2020-08-13,"2300 BLK CANEHILL AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-08-12,2020-08-13,1 days
13389,,BLACK,,Unknown,2020-08-01,2.0,2020-08-12,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-13,"7000 BLK E EL PASEO ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,CATPAWS,1,2020-08-12,2020-08-13,1 days
13390,,GRAY TABBY,,Unknown,2020-08-10,2.0,2020-08-12,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-13,"00 BLK ROSWELL AVE, LONG BEACH, CA 90803",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-08-12,2020-08-13,1 days
13391,*KEVIN,SNOWSHOE,,Male,2020-02-12,3.0,2020-08-12,NORMAL,OWNER SURRENDER,FIELD,,2020-08-15,"400 OBISPO AVE, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,SPCALA,1,2020-08-12,2020-08-15,3 days
13392,*BUMBLEBEE,BLACK,WHITE,Spayed,2020-04-12,3.0,2020-08-12,NORMAL,STRAY,OTC,,2020-08-19,"11300 BLK CANDOR ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,1,2020-08-12,2020-08-19,7 days
13393,,GRAY,WHITE,Male,2020-07-22,2.0,2020-08-12,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-13,"1600 BLK GARDENIA AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-08-12,2020-08-13,1 days
13394,,TORTIE DIL,,Female,2020-07-16,2.0,2020-08-14,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-22,"18800 JEFFREY AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,1,2020-08-14,2020-08-22,8 days
13395,,TORTIE,,Female,2020-07-16,2.0,2020-08-14,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-22,"18800 JEFFREY AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,1,2020-08-14,2020-08-22,8 days
13396,*SALLY,TORTIE,,Female,2020-06-16,2.0,2020-08-16,NORMAL,STRAY,OTC,,2020-09-06,"4000 ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,1,2020-08-16,2020-09-06,21 days
13397,*RAVEN,BLACK,,Female,2020-08-01,2.0,2020-08-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-11-28,"3000 DEL MAR AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,CATPAWS,1,2020-08-16,2020-11-28,104 days
13398,A647363,BLACK,,Spayed,2019-08-18,3.0,2020-08-18,ILL MILD,STRAY,TRAP,,2020-09-05,"100 E ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-08-18,2020-09-05,18 days
13399,A647364,BLACK,,Neutered,2019-08-18,3.0,2020-08-18,ILL MILD,STRAY,TRAP,,2020-09-08,"100 E ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-08-18,2020-09-08,21 days
13400,*ADAM,ORG TABBY,,Neutered,2016-08-18,6.0,2020-08-18,ILL MILD,STRAY,TRAP,,2020-10-07,"100 E ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-08-18,2020-10-07,50 days
13401,*ADAM,ORG TABBY,,Neutered,2016-08-18,6.0,2021-02-22,ILL MILD,STRAY,TRAP,,2021-02-25,"100 E ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2021-02-22,2021-02-25,3 days
13402,*RINGO,ORG TABBY,,Neutered,2020-06-19,2.0,2020-08-19,NORMAL,STRAY,OTC,,2020-09-03,"1600 SURFSIDE AVE, SEAL BEACH, CA 90743",SEAL BEACH,ADOPTION,WEB,1,2020-08-19,2020-09-03,15 days
13403,,TORTIE,,Spayed,2020-03-19,3.0,2020-08-19,ILL MILD,STRAY,OTC,,2020-09-01,"6000 CORONADO AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-08-19,2020-09-01,13 days
13404,,WHITE,,Male,2020-05-22,2.0,2020-08-22,NORMAL,STRAY,OTC,,2020-08-29,"100 BLK 68TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-08-22,2020-08-29,7 days
13405,,BLACK,WHITE,Male,2020-08-05,2.0,2020-08-21,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-26,"6500 BLK WALNUT AAVE, LONG BEACH CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-08-21,2020-08-26,5 days
13406,,WHITE,,Male,2020-08-05,2.0,2020-08-21,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-21,"1000 BLK LIME AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-08-21,2020-08-21,0 days
13407,,BRN TABBY,WHITE,Female,2020-07-31,2.0,2020-08-21,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-21,"1000 BLK LIME AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-08-21,2020-08-21,0 days
13408,,GRAY TABBY,,Unknown,2020-08-14,2.0,2020-08-21,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-26,"1600 BLK W 19TH ST, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-08-21,2020-08-26,5 days
13409,*SMOKEY,BLACK,WHITE,Neutered,2019-08-22,3.0,2020-08-18,NORMAL,STRAY,FIELD,,2020-11-29,"4500 BLK CALIFORNIA AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-08-18,2020-11-29,103 days
13410,,GRAY,,Unknown,2016-08-24,6.0,2020-08-24,ILL SEVERE,STRAY,FIELD,,2020-08-25,"5500 BLK LIME AVE, LONG BEACH, CA 90805",LONG BEACH,DIED,ENROUTE,0,2020-08-24,2020-08-25,1 days
13411,*SPARKLE,TORTIE,,Spayed,2017-08-26,5.0,2020-08-26,ILL MODERATETE,STRAY,FIELD,,2020-09-11,"600 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,1,2020-08-26,2020-09-11,16 days
13412,*CRICKET,BLACK,WHITE,Female,2019-08-26,3.0,2020-08-26,ILL MODERATETE,STRAY,FIELD,,2020-09-11,"600 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,1,2020-08-26,2020-09-11,16 days
13413,*JOHNNY BRAVO,WHITE,GRAY,Neutered,2015-08-26,7.0,2020-08-26,ILL MODERATETE,STRAY,FIELD,,2021-02-25,"600 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-08-26,2021-02-25,183 days
13414,A647754,ORG TABBY,,Spayed,2019-08-26,3.0,2020-08-26,FRACTIOUS,STRAY,TRAP,,2020-09-05,"6000 BLK MYRTLE AVE, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-08-26,2020-09-05,10 days
13415,*JAZZY,GRAY,WHITE,Spayed,2017-08-27,5.0,2020-08-27,NORMAL,WELFARE SEIZED,EVICTION,,2020-09-11,"3300 BLK E ANDY ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,1,2020-08-27,2020-09-11,15 days
13416,*,WHITE,GRAY,Female,2020-07-28,2.0,2020-08-28,NORMAL,STRAY,OTC,,2020-09-01,"1700 BLK GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,1,2020-08-28,2020-09-01,4 days
13417,,BLACK,WHITE,Female,2020-06-28,2.0,2020-08-28,ILL MILD,STRAY,FIELD,,2020-08-29,"3200 BLK E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-08-28,2020-08-29,1 days
13418,,BLACK,WHITE,Male,2020-06-28,2.0,2020-08-28,ILL MILD,STRAY,FIELD,,2020-08-29,"3200 BLK E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-08-28,2020-08-29,1 days
13419,,SNOWSHOE,,Female,2020-06-28,2.0,2020-08-28,ILL MILD,STRAY,FIELD,,2020-08-29,"3200 BLK E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-08-28,2020-08-29,1 days
13420,*MAPLE,BLACK,WHITE,Spayed,2020-03-29,3.0,2020-08-29,NORMAL,STRAY,OTC,,2020-09-09,"16000 BLK INDIAN CREEK RD, CERRITOS CA 90703",CERRITOS,RESCUE,KITTYBUNGA,1,2020-08-29,2020-09-09,11 days
13421,A648029,BLACK,WHITE,Neutered,2017-08-29,5.0,2020-08-29,NORMAL,STRAY,OTC,,2020-09-10,"3800 BKL E 15TH ST. LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-08-29,2020-09-10,12 days
13422,,BLACK,,Female,2020-07-30,2.0,2020-08-30,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-31,"900 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,CATPAWS,1,2020-08-30,2020-08-31,1 days
13423,A648099 *CAMILLA,CRM TABBY,WHITE,Spayed,2019-08-30,3.0,2020-08-30,NORMAL,STRAY,TRAP,,2020-09-26,"19000 BLK RAY CIRCLE, CERRITOS CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-08-30,2020-09-26,27 days
13424,,ORANGE,,Unknown,2020-08-28,2.0,2020-08-30,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-30,"6000 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SBACC,1,2020-08-30,2020-08-30,0 days
13425,,BLACK,,Unknown,2020-08-28,2.0,2020-08-30,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-30,"6000 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SBACC,1,2020-08-30,2020-08-30,0 days
13426,,BRN TABBY,,Female,2016-09-02,6.0,2020-09-02,ILL SEVERE,STRAY,FIELD,,2020-09-02,"3500 BLK GUNDRY AVE, LONG BEACH, CA 90807",LONG BEACH,DIED,IN KENNEL,0,2020-09-02,2020-09-02,0 days
13427,,BLACK,WHITE,Male,2020-07-19,2.0,2020-09-03,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-11,"20000 BLK RHODA CIR, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,1,2020-09-03,2020-09-11,8 days
13428,,BRN TABBY,WHITE,Female,2020-08-03,2.0,2020-09-03,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-11,"20000 BLK RHODA CIR, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,1,2020-09-03,2020-09-11,8 days
13429,,BLACK,WHITE,Male,2020-08-11,2.0,2020-09-08,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-09-08,"16100 BLK INDIAN CREEK RD, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,1,2020-09-08,2020-09-08,0 days
13430,*PHEONIX,BLACK,WHITE,Female,2020-07-09,2.0,2020-09-09,ILL MILD,STRAY,OTC,,2020-09-10,"19000 BLK FALCON CIR, CERRITOS, CA 90701",CERRITOS,RESCUE,SBACC,1,2020-09-09,2020-09-10,1 days
13431,*HONEY BUN,BLACK,,Female,2020-09-06,2.0,2020-09-10,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-12,"1100 BLK MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-09-10,2020-10-12,32 days
13432,*QUILL,GRAY TABBY,WHITE,Neutered,2020-07-10,2.0,2020-09-10,NORMAL,STRAY,OTC,,2020-10-14,"3000 BLK BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,1,2020-09-10,2020-10-14,34 days
13433,*GROOT,GRAY,WHITE,Spayed,2020-07-10,2.0,2020-09-10,NORMAL,STRAY,OTC,,2020-10-17,"3000 BLK BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,1,2020-09-10,2020-10-17,37 days
13434,*JOSIE,BLACK,,Spayed,2018-09-10,4.0,2020-09-10,FRACTIOUS,STRAY,OTC,,2020-10-03,"4900 BLK DAISY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-09-10,2020-10-03,23 days
13435,,BLK TABBY,,Female,2020-08-28,2.0,2020-09-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-09-11,"12400 PINE CREEK RD, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,1,2020-09-11,2020-09-11,0 days
13436,,BLACK,,Spayed,2020-01-11,3.0,2020-09-11,NORMAL,STRAY,OTC,,2020-09-15,"12600 ARTESIA BLVD, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,1,2020-09-11,2020-09-15,4 days
13437,*CRUMB DONUT,BRN TABBY,,Spayed,2020-06-11,2.0,2020-09-11,NORMAL,STRAY,OTC,,2020-12-06,"600 E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-09-11,2020-12-06,86 days
13438,,BRN TABBY,,Female,2020-08-05,2.0,2020-09-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-09-18,"7000 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-09-11,2020-09-18,7 days
13439,*,GRAY TABBY,WHITE,Female,2020-08-25,2.0,2020-09-12,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-19,"1300 BLK 68TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-09-12,2020-09-19,7 days
13440,*TAFFY,GRAY TABBY,,Female,2018-09-12,4.0,2020-09-12,NORMAL,STRAY,OTC,,2020-09-19,"1300 BLK 68TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-09-12,2020-09-19,7 days
13441,*PHILIP,WHITE,BLACK,Male,2020-08-13,2.0,2020-09-13,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-21,"340 LOS ANGELES RIVER, LONG BEACH, CA 90810",LONG BEACH,RESCUE,CATPAWS,1,2020-09-13,2020-09-21,8 days
13442,*SAMANTHA,BLACK,WHITE,Female,2020-08-13,2.0,2020-09-13,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-21,"340 LOS ANGELES RIVER, LONG BEACH, CA 90810",LONG BEACH,RESCUE,CATPAWS,1,2020-09-13,2020-09-21,8 days
13443,,BLACK,,Male,2020-08-07,2.0,2020-09-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-09-16,"1900 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-09-13,2020-09-16,3 days
13444,,ORANGE,WHITE,Unknown,2020-08-03,2.0,2020-09-15,INJURED  SEVERE,STRAY,FIELD,,2020-09-15,"3000 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-09-15,2020-09-15,0 days
13445,,GRAY,,Male,2020-07-16,2.0,2020-09-16,ILL SEVERE,STRAY,FIELD,,2020-09-16,"100 BLK E HARCOURT ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-09-16,2020-09-16,0 days
13446,*FERN,BLACK,WHITE,Female,2020-08-26,2.0,2020-09-16,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-27,"6800 ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-09-16,2020-10-27,41 days
13447,*PUMA,BLACK,,Neutered,2020-01-17,3.0,2020-09-17,ILL MILD,STRAY,FIELD,,2020-09-26,"1700 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,1,2020-09-17,2020-09-26,9 days
13448,*JACK,BLACK,WHITE,Neutered,2019-09-18,3.0,2020-09-18,NORMAL,STRAY,OTC,,2020-09-30,"2700 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,1,2020-09-18,2020-09-30,12 days
13449,*TOBY,BRN TABBY,GRAY TABBY,Neutered,2020-03-19,3.0,2020-09-19,NORMAL,STRAY,TRAP,,2020-09-19,"E 68TH ST / ORANGE AVE, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",,1,2020-09-19,2020-09-19,0 days
13450,,GRAY,,Male,2020-09-06,2.0,2020-09-20,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,,2020-09-21,"7700 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,SBACC,1,2020-09-20,2020-09-21,1 days
13451,,ORANGE,,Female,2015-09-20,7.0,2020-09-20,INJURED  SEVERE,STRAY,FIELD,,2020-09-20,"4100 ELDER AVE, SEAL BEACH, CA 90740",SEAL BEACH,EUTHANASIA,INJ SEVERE,0,2020-09-20,2020-09-20,0 days
13452,BOO,CRM TABBY,WHITE,Spayed,2020-05-23,2.0,2020-09-23,NORMAL,STRAY,OTC,,2020-09-30,"5800 E ROGENE ST, LONG BEACH CA 90815",LONG BEACH,ADOPTION,WEB,1,2020-09-23,2020-09-30,7 days
13453,,SEAL PT,,Female,2020-08-23,2.0,2020-09-23,UNDER AGE/WEIGHT,STRAY,TRAP,,2020-09-24,"1300 BLK W 20TH ST, LONG BEACH CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-09-23,2020-09-24,1 days
13454,,BLACK,,Female,2020-08-23,2.0,2020-09-23,UNDER AGE/WEIGHT,STRAY,TRAP,,2020-09-24,"1300 BLK W 20TH ST, LONG BEACH CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-09-23,2020-09-24,1 days
13455,,TAN,WHITE,Male,2020-09-02,2.0,2020-09-23,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-23,"11300 BLK ROSE ST, CERRITOS CA 90703",CERRITOS,RESCUE,LITTLEPAWS,1,2020-09-23,2020-09-23,0 days
13456,*TIGRE,GRAY TABBY,WHITE,Neutered,2018-09-26,4.0,2020-09-26,NORMAL,STRAY,OTC,,2020-10-04,"5600 BLK E SPRING ST, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,1,2020-09-26,2020-10-04,8 days
13457,*FLASH,GRAY TABBY,WHITE,Male,2020-08-24,2.0,2020-09-25,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-01,"20100 BLK RHODA CIR, CERRITOS CA, 90703",CERRITOS,RESCUE,FNDANIFOUN,1,2020-09-25,2020-10-01,6 days
13458,*SUPERMAN,BRN TABBY,WHITE,Male,2020-08-24,2.0,2020-09-25,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-01,"20100 BLK RHODA CIRCLE, CERRITOS CA 90703",CERRITOS,RESCUE,FNDANIFOUN,1,2020-09-25,2020-10-01,6 days
13459,,LYNX PT,,Female,2020-09-10,2.0,2020-09-24,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-24,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-09-24,2020-09-24,0 days
13460,,BRN TABBY,,Male,,,2020-09-25,INJURED  SEVERE,STRAY,FIELD,,2020-09-25,"4100 BLK E CARSON ST, LONG BEACH, CA 90808",LONG BEACH,DIED,ENROUTE,0,2020-09-25,2020-09-25,0 days
13461,,GRAY TABBY,,Neutered,2020-09-12,2.0,2020-09-25,ILL MILD,STRAY,OTC,,2022-06-26,"11740 205TH ST, LAKEWOOD, CA 90715",SEAACA,MISSING,,1,2020-09-25,2022-06-26,639 days
13462,TOMMY,BLACK,WHITE,Neutered,2020-08-26,2.0,2020-09-26,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-01,"1400 BLK GARDENIA AVE, LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,1,2020-09-26,2020-10-01,5 days
13463,*HARMONY,GRAY TABBY,WHITE,Female,2020-08-31,2.0,2020-09-26,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-01,"12500 BLK SEMORA ST, CERRITOS, CA 90703",CERRITOS,RESCUE,FNDANIFOUN,1,2020-09-26,2020-10-01,5 days
13464,CHARLIE GEORGE SHIPPEE,CRM TIGER,,Neutered,2017-08-12,5.0,2020-08-12,INJURED  MILD,STRAY,FIELD,,2020-08-19,"5700 BLK CEDAR AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,1,2020-08-12,2020-08-19,7 days
13465,MEYA,CALICO,,Female,2020-09-28,2.0,2020-10-01,UNDER AGE/WEIGHT,STRAY,OTC,,2020-12-09,"1900 BLK LEES AVE, LONG BEACH, CA 90815",LONG BEACH,FOSTER TO ADOPT,,1,2020-10-01,2020-12-09,69 days
13466,,BLACK,,Female,2020-09-28,2.0,2020-10-01,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-09,"1900 BLK LEES AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-10-01,2020-10-09,8 days
13467,*SAMMY,WHITE,GRAY,Spayed,2020-07-19,2.0,2020-10-03,INJURED  MILD,STRAY,OTC,,2020-10-23,"5000 BLK LEMON AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,1,2020-10-03,2020-10-23,20 days
13468,*HERSHEY KISS,BLACK,,Spayed,,,2020-09-30,NORMAL,STRAY,TRAP,,2020-11-25,"5300 BLK E WARDLOW RD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-09-30,2020-11-25,56 days
13469,*TINA,BLACK,,Spayed,2020-09-13,2.0,2020-10-01,UNDER AGE/WEIGHT,STRAY,OTC,,2020-11-25,"1800 BLK E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,1,2020-10-01,2020-11-25,55 days
13470,*MARIO,BLACK,WHITE,Neutered,2015-10-01,7.0,2020-10-01,BEHAVIOR  MODERATE,STRAY,FIELD,,2020-11-21,"3200 BLK E 4TH ST, LB 90814",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-10-01,2020-11-21,51 days
