Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A686702,*TERRINA,CAT,GRAY,,Female,9/29/2022,0,10/13/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/27/2022,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,DIED,IN KENNEL,Alive on Intake,TRUE,0
A686862,TIGER,CAT,BRN TABBY,,Neutered,10/5/2022,0,10/14/2022,NORMAL,STRAY,OTC,,11/18/2022,"1800 BLK GOLDEN BLVD, LONG BEACH, CA 90806",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A686893,,CAT,CALICO,,Female,10/14/2012,10,10/14/2022,ILL SEVERE,STRAY,FIELD,,10/14/2022,"18200 STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A686909,,CAT,ORANGE,,Unknown,10/15/2019,3,10/15/2022,ILL SEVERE,STRAY,FIELD,,10/15/2022,"3800 BLK LOMINA AVE, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A686970,*CARLTON,CAT,ORG TABBY,,Male,9/15/2022,0,10/15/2022,NORMAL,STRAY,FIELD,,10/24/2022,"2100 E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A686985,*BINX,CAT,BLACK,,Neutered,7/16/2022,0,10/16/2022,NORMAL,STRAY,OTC,,1/18/2023,"16800 BLK LEEWARD AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,,Alive on Intake,FALSE,1
A687047,,CAT,LYNX PT,,Unknown,9/11/2022,0,10/17/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/17/2022,"2800 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A687123,*BLACKIE,CAT,BLACK,WHITE,Female,9/19/2022,0,10/19/2022,NORMAL,STRAY,OTC,,12/30/2022,"3700 BLK E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687127,*SOUTHIE,CAT,CALICO,,Female,9/19/2022,0,10/19/2022,NORMAL,STRAY,OTC,,2/9/2023,"3700 BLK E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A687146,*VAMPIRA,CAT,GRAY,WHITE,Female,9/20/2022,0,10/19/2022,NORMAL,STRAY,OTC,,10/22/2022,"6200 BLK ORANGE AVE, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687147,BUDDY,CAT,GRAY,WHITE,Neutered,9/20/2022,0,10/19/2022,NORMAL,STRAY,OTC,,10/23/2022,"6200 BLK ORANGE AVE, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687308,*ROXAS,CAT,ORANGE,WHITE,Male,9/22/2022,0,10/22/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/28/2022,"100 BLK W HARCOURT ST, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687309,*RIKU,CAT,SLVR TABBY,BLACK,Male,9/22/2022,0,10/22/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/29/2022,"100 BLK W HARCOURT ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A687361,,CAT,BLACK,,Male,10/23/2020,2,10/23/2022,INJURED  MODERATE,STRAY,OTC,,10/23/2022,"900 BLK E 2ND ST, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A687383,,CAT,GRAY TABBY,,Unknown,9/23/2022,0,10/23/2022,ILL SEVERE,STRAY,OTC,,10/24/2022,"200 BLK E DEL AMO BLVD, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A687425,,CAT,TAN,,Neutered,10/25/2012,10,10/25/2022,ILL SEVERE,STRAY,FIELD,,10/25/2022,"300 BLK NEWPORT AVE, LONG BEACH, CA 90814",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A687486,*BMO,CAT,YELLOW,WHITE,Male,9/26/2022,0,10/26/2022,NORMAL,STRAY,OTC,,11/3/2022,"200 BLK E DEL AMO BLVD, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687527,,CAT,BRN TABBY,,Male,10/27/2017,5,10/27/2022,INJURED  SEVERE,STRAY,FIELD,,10/27/2022,"1500 BLK W SPRING ST, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A687530,*LARRY,CAT,BRN TABBY,,Male,8/27/2022,0,10/27/2022,ILL MILD,STRAY,OTC,,12/8/2022,"6600 BLK LB BLVD., LB, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687584,*JAX,CAT,BRN TABBY,,Male,,,10/28/2022,UNDER AGE/WEIGHT,STRAY,OTC,,12/3/2022,"2100 BLK STEVELY AVE, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687586,ATHENA,CAT,BRN TABBY,BLACK,Spayed,8/28/2022,0,10/28/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/30/2022,"2100 BLK STEVELY AVE, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687588,*ZELDA,CAT,LI LYNX PT,,Female,8/28/2022,0,10/28/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/30/2022,"2100 BLK STEVELY AVE, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687649,*PAMELA ANDERSON,CAT,BROWN,,Female,9/30/2022,0,10/30/2022,NORMAL,STRAY,OTC,,11/12/2022,"6600 BLK BUTLER AVE, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687760,*CHAI,CAT,BLACK,WHITE,Spayed,10/31/2021,1,10/31/2022,NORMAL,STRAY,OTC,,12/22/2022,"900 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A687827,*DAISY,CAT,GRAY TABBY,,Female,11/2/2012,10,11/2/2022,INJURED  MODERATE,STRAY,OTC,,11/3/2022,"4100 BLK KEEVER AVE, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A687838,*CHEVY,CAT,BRN TABBY,,Neutered,4/2/2022,1,11/2/2022,FRACTIOUS,"TRAP, NEUTER, RETURN",,,12/10/2022,"677 FLINT AVE, LONG BEACH, CA 90814",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A687839,*MAZDA,CAT,BRN TABBY,,Neutered,6/3/2022,0,11/2/2022,NORMAL,"TRAP, NEUTER, RETURN",,,12/10/2022,"677 FLINT AVE, LONG BEACH, CA 90814",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A687850,*MEATBALL,CAT,BLACK,WHITE,Male,9/2/2022,0,11/2/2022,UNDER AGE/WEIGHT,STRAY,OTC,,12/3/2022,"16600 BLK SHENANDOAH AVE, CERRITOS, CA 90703",CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A687872,*LYLA,CAT,WHITE,ORG TABBY,Female,10/30/2022,0,11/3/2022,UNDER AGE/WEIGHT,STRAY,OTC,,12/14/2022,"1600 BLK E ARTESIA BLVD LB, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A687889,*RUSTY (RED ROBIN),CAT,ORG TABBY,,Neutered,11/3/2014,8,11/3/2022,ILL MILD,STRAY,OTC,,1/14/2023,"2400 BLK PALO VERDE AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A688097,SADIE,CAT,GRAY,WHITE,Spayed,10/6/2022,0,11/6/2022,UNDER AGE/WEIGHT,STRAY,OTC,,11/9/2022,"1800 BLK E. 60TH ST, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A688104,*PENGUIN,CAT,BLACK,WHITE,Male,9/6/2022,0,11/6/2022,UNDER AGE/WEIGHT,STRAY,OTC,,12/6/2022,"100 BLK E NORTON ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A688123,*CROW,CAT,GRAY,,Female,9/6/2022,0,11/6/2022,NORMAL,STRAY,OTC,,11/27/2022,"4600 BLK N. BELLFLOWER BLVD, LONG BEACH, CA 90808",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A688199,*LORY,CAT,BLACK,WHITE,Female,5/7/2022,1,11/7/2022,INJURED  SEVERE,STRAY,FIELD,,11/13/2022,"400 BLK CHERRY AVE, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A688207,,CAT,GRAY TABBY,,Unknown,5/8/2022,1,11/8/2022,INJURED  MODERATE,STRAY,FIELD,,11/9/2022,"1300 W 17TH ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A688274,*UNKNOWN,CAT,TORTIE,,Female,11/9/2019,3,11/9/2022,ILL MILD,STRAY,OTC,,11/9/2022,"7900 BLK E CRAMER ST, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A688489,*DEZZY,CAT,BRN TABBY,,Neutered,10/18/2022,0,11/10/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,1/12/2023,"700 BLK REDONDO AVE, LONG BEACH, CA 90804",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A688597,*PARROT,CAT,BRN TABBY,,Male,9/12/2022,0,2/1/2023,NORMAL,STRAY,ABAN FIELD,,2/1/2023,,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A688604,WINCHESTER,CAT,BLACK,WHITE,Spayed,11/15/2017,5,11/12/2022,ILL MILD,STRAY,OTC,,11/17/2022,"4000 HOWARD AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A688661,*CASSIE,CAT,CALICO,WHITE,Spayed,11/13/2021,1,11/13/2022,ILL MODERATETE,STRAY,OTC,,12/1/2022,"1400 BLK ELM AVE, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A688667,*CINNAMON,CAT,ORANGE,,Neutered,9/13/2022,0,11/13/2022,NORMAL,STRAY,OTC,,11/20/2022,"7500 BLK CARSON BLVD., LB CA 90808",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A688802,,CAT,GRAY TABBY,,Unknown,,,11/16/2022,ILL MODERATETE,STRAY,FIELD,,11/17/2022,"2700 BLK HAYES AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A688885,*CORNBREAD,CAT,WHITE,GRAY,Male,10/21/2022,0,11/17/2022,ILL MILD,STRAY,FIELD,,12/21/2022,"1900 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A689038,*OLAF,CAT,WHITE,,Male,3/19/2022,1,11/19/2022,ILL MILD,STRAY,FIELD,,11/21/2022,"500 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A689045,*CLOVER,CAT,BLACK,,Female,10/19/2022,0,11/19/2022,NORMAL,STRAY,OTC,,11/28/2022,"5400 BLK LIME AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A689070,*RONALDO,CAT,WHITE,BRN TABBY,Male,9/19/2022,0,11/19/2022,NORMAL,STRAY,OTC,,12/7/2022,"1400 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A689200,*LUCY,CAT,BRN TABBY,,Female,11/1/2022,0,11/21/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,11/22/2022,"11000 BLK ROSE ST, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A689201,*ETHEL,CAT,CALICO,,Female,11/1/2022,0,11/21/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,11/22/2022,"11000 BLK ROSE ST, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A689248,,CAT,BRN TABBY,WHITE,Female,11/22/2018,4,11/22/2022,WELFARE SEIZURES,WELFARE SEIZED,POLICE,,11/26/2022,"E 7TH ST / E PACIFIC COAST HWY, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WEB,Alive on Intake,FALSE,1
A689249,,CAT,TORTIE,,Female,11/22/2018,4,11/22/2022,WELFARE SEIZURES,WELFARE SEIZED,POLICE,,11/26/2022,"E 7TH ST / E PACIFIC COAST HWY, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WEB,Alive on Intake,FALSE,1
A689283,*SUNNY,CAT,WHITE,GRAY,Spayed,11/23/2020,2,11/23/2022,NORMAL,STRAY,OTC,,12/29/2022,"500 BLK E. 51ST ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A689324,*XAVIER,CAT,ORANGE,WHITE,Neutered,8/23/2022,0,11/23/2022,NORMAL,STRAY,OTC,,11/26/2022,"17500 BLK STARK AVE, CERRITOS, CA 90703",CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A689342,,CAT,BLACK,WHITE,Unknown,11/23/2016,6,11/23/2022,INJURED  SEVERE,STRAY,FIELD,,11/23/2022,"8200 BLK E KINMOUNT ST, LB 90808",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A689343,,CAT,BLACK,,Unknown,11/24/2018,4,11/24/2022,INJURED  SEVERE,STRAY,FIELD,,11/26/2022,"MAIN ST / CENTRAL AVE, SEAL BEACH, CA 90740",SEAL BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A689560,,CAT,ORANGE,,Unknown,11/3/2022,0,11/29/2022,ILL SEVERE,STRAY,OTC,,11/29/2022,"2300 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,ON SCENE,Alive on Intake,TRUE,0
A689685,*ROHAN,CAT,BLACK,WHITE,Male,10/15/2022,0,11/30/2022,ILL MODERATETE,STRAY,FIELD,,12/17/2022,"10700 SOUTH ST, CERRITOS, CA 90703",CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A689918,KYA,CAT,ORG TABBY,,Spayed,9/2/2022,0,12/2/2022,NORMAL,STRAY,OTC,,12/17/2022,"200 BLK W 67TH WAY, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A690040,*SMORES,CAT,BRN TABBY,BLACK,Male,11/20/2022,0,12/2/2022,UNDER AGE/WEIGHT,STRAY,OTC,,1/4/2023,"5400 BLK WHITEWOOD AVE, LAKEWOOD, CA 90712",SEAACA,HOMEFIRST,,Alive on Intake,FALSE,1
A690124,*LIGHTNING,CAT,TORTIE,,Spayed,12/4/2020,2,12/4/2022,INJURED  MODERATE,STRAY,OTC,,1/12/2023,"2000 BLK OREGON AVE, LONG BEACH, CA 90806",LONG BEACH,"TRAP, NEUTER, RELEASE",,Alive on Intake,FALSE,1
A690129,*ARCHIE,CAT,ORANGE,WHITE,Neutered,12/4/2018,4,12/4/2022,ILL SEVERE,STRAY,FIELD,,2/4/2023,"2100 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A690230,*RAPHAEL,CAT,GRAY,,Male,10/8/2022,0,12/8/2022,UNDER AGE/WEIGHT,STRAY,OTC,,12/10/2022,"1000 BLK E. HILL ST, LONG BEACH, CA 90806",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A690337,,CAT,GRAY TABBY,,Unknown,10/10/2022,0,12/10/2022,INJURED  SEVERE,STRAY,OTC,,12/10/2022,"2500 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A690358,*EVIE,CAT,BRN TABBY,WHITE,Spayed,8/12/2022,0,12/11/2022,NORMAL,STRAY,FIELD,,12/28/2022,"2100 BLK E CARSON ST, LONG BEACH, CA 90807",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A690421,*SNOWBALL,CAT,WHITE,,Male,11/9/2022,0,12/14/2022,INJURED  MILD,STRAY,FIELD,,12/23/2022,"12400 SUNNYCREEK LN, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A690900,*TEDDY,CAT,GRAY,WHITE,Neutered,12/22/2017,5,12/22/2022,INJURED  MODERATE,STRAY,OTC,,1/12/2023,"600 BLK E. 11TH ST, LONG BEACH, CA 90813",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A691108,*PASADENA 3,CAT,BLACK,,Male,11/28/2022,0,12/28/2022,UNDER AGE/WEIGHT,STRAY,OTC,,12/29/2022,"2100 BLK PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A691480,,CAT,WHITE,BLACK,Female,1/6/2022,1,1/6/2023,INJURED  SEVERE,STRAY,OTC,,1/6/2023,400 BLK E 45TH ST LB.CA 90806,LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A691760,*COCO,CAT,GRAY TABBY,,Spayed,1/23/2022,1,1/12/2023,NORMAL,STRAY,OTC,,1/31/2023,"2900 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A691817,*TUFFY,CAT,GRAY TABBY,,Neutered,9/13/2022,0,1/13/2023,NORMAL,STRAY,FIELD,,1/18/2023,800 BLK ALOMITOS AVE,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A691820,*MANDO,CAT,GRAY TABBY,WHITE,Male,6/13/2022,0,1/13/2023,INJURED  MILD,STRAY,FIELD,,1/15/2023,2300 W WARDLOW,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A691850,,CAT,WHITE,BLACK,Female,,,1/14/2023,INJURED  SEVERE,STRAY,FIELD,,1/14/2023,"4400 BLK GRAYWOOD AVE, LONG BEACH CA, 90808",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A692287,*LUNA,CAT,ORANGE,,Spayed,1/22/2018,5,1/22/2023,INJURED  MODERATE,STRAY,OTC,,1/28/2023,1100 BLK ST.LOUIS AVE,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A692352,,CAT,BRN TABBY,,Male,1/24/2012,11,1/24/2023,ILL SEVERE,STRAY,FIELD,,1/24/2023,"2300 BLK TERMINO AVE, LONG BEACH, CA",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A692360,,CAT,GRAY TABBY,,Male,,,1/24/2023,ILL SEVERE,STRAY,FIELD,,1/25/2023,"3300 BLKATLANTIC AVE, LONGBEACH CA",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A692376,ELLY,CAT,BLACK,,Female,9/25/2022,0,1/25/2023,NORMAL,STRAY,OTC,,1/25/2023,"2600 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A692533,TIGGER,CAT,ORANGE,WHITE,Male,,,1/27/2023,NORMAL,OWNER SURRENDER,OTC,AGG ANIMAL,2/4/2023,"4900 BLK E. LOS COYOTES DIAGONAL, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A692595,*MEADOW,CAT,BROWN,,Female,12/28/2022,0,1/28/2023,ILL MILD,STRAY,OTC,,1/29/2023,"2300 BLK LINDEN BLK, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A692600,*EMBER,CAT,BROWN,,Female,12/28/2022,0,1/28/2023,ILL MILD,STRAY,OTC,,1/29/2023,"2300 BLK LINDEN BLK, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A693070,ANGELICA,CAT,CALICO,,Female,4/7/2022,1,2/7/2023,ILL SEVERE,OWNER SURRENDER,OTC,,2/10/2023,LBAE,LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A693099,,CAT,WHITE,GRAY,Unknown,2/8/2020,3,2/8/2023,ILL SEVERE,STRAY,FIELD,,2/8/2023,800 BLK PINE,LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A693137,*PACINO,CAT,SEAL PT,,Neutered,2/9/2018,5,2/9/2023,INJURED  MODERATE,STRAY,OTC,,3/14/2023,"3300 BLK E. ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A693218,*MATEO,CAT,GRAY TABBY,,Male,1/10/2023,0,2/10/2023,NORMAL,STRAY,FIELD,,2/26/2023,"14OO BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A693220,*QUEEN,CAT,ORG TABBY,,Female,1/10/2023,0,2/10/2023,NORMAL,STRAY,FIELD,,2/26/2023,"14OO BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A693221,*QIANA,CAT,ORG TABBY,,Female,1/10/2023,0,2/10/2023,NORMAL,STRAY,FIELD,,2/26/2023,"14OO BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A693250,,CAT,BLACK,WHITE,Female,,,2/11/2023,INJURED  SEVERE,STRAY,FIELD,,2/11/2023,1000 BLK CERRITOS AVE,LONG BEACH,EUTHANASIA,,Alive on Intake,TRUE,0
A693322,*BUTTERSCOTCH,CAT,CALICO TAB,,Female,,,2/12/2023,NORMAL,STRAY,OTC,,2/14/2023,"1400 BLK N. PETERSON AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A693420,*LOU,CAT,GRAY TABBY,,Neutered,2/18/2022,1,2/15/2023,INJURED  MILD,STRAY,OTC,,3/19/2023,"13700 BLK ALDERTON LN, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A693421,*ELAINE,CAT,BRN TABBY,WHITE,Female,2/15/2021,2,2/15/2023,NORMAL,STRAY,FIELD,,2/15/2023,"4700 BLOCK E PACIFIC COAST HWY, LONG BEACH CA",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A693426,*GARFIELD,CAT,CRM TABBY,,Male,2/15/2018,5,2/15/2023,INJURED  SEVERE,STRAY,FIELD,,2/15/2023,"4200 BLOCK PEPPERWOOD AVE, LONG BEACH CA",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A693461,*GINKO,CAT,GRAY TABBY,,Male,1/22/2023,0,2/15/2023,NORMAL,STRAY,OTC,,3/8/2023,"16000 BLK CLEARBROOK LN, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A693474,*DREAMSICLE,CAT,CRM TABBY,,Neutered,2/16/2014,9,2/16/2023,INJURED  MILD,STRAY,FIELD,,3/28/2023,"3200 BLOCK E JANICE ST, LONG BEACH CA",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A693477,CLYDE,CAT,GRAY,BLACK,Male,12/16/2022,0,2/16/2023,UNDER AGE/WEIGHT,STRAY,OTC,,2/16/2023,"2100 BLK LIME AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A693693,MOBY,CAT,GRAY,WHITE,Neutered,2/19/2021,2,2/19/2023,NORMAL,STRAY,OTC,,2/22/2023,1600 BLK HENDERSON LB CA 90813,LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A693938,*CREED,CAT,WHITE,GRAY,Male,11/25/2022,0,2/25/2023,NORMAL,STRAY,OTC,,2/28/2023,ANAHEIM AND JUNIPERO AVE LB CA 90804,LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A693956,*BECKY,CAT,CALICO,,Spayed,2/26/2017,6,2/26/2023,NORMAL,STRAY,OTC,,3/2/2023,"1800 BLK MAINE AVE, LONG BEACH CA, 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A694155,*FIONA,CAT,GRAY TABBY,,Female,2/13/2023,0,2/13/2023,UNDER AGE/WEIGHT,STRAY,BORN@SHELT,,4/1/2023,800 BLK ALOMITOS AVE,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A694156,*MOSS,CAT,GRAY TABBY,,Male,2/13/2023,0,2/13/2023,UNDER AGE/WEIGHT,STRAY,BORN@SHELT,,4/1/2023,800 BLK ALOMITOS AVE,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A694176,*MOMMA PRISS,CAT,SILVER,,Female,,,3/4/2023,NORMAL,STRAY,OTC,,3/4/2023,"9000 BLK BLOOMFIELD AVE, CYPRESS, CA 90630",ORANGE CNTY,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A694199,*RANDY,CAT,GRAY TABBY,,Male,2/20/2023,0,3/4/2023,I/I REPORT,STRAY,OTC,,4/8/2023,"1330 BLK E. 9TH ST, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A694273,*SANSA,CAT,BRN TABBY,,Female,9/6/2022,0,3/6/2023,NORMAL,STRAY,ABAN FIELD,,3/10/2023,"2200 BLK ARGONNE AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A694359,*MARKY MARK,CAT,BRN TABBY,WHITE,Neutered,3/8/2021,2,3/8/2023,ILL MILD,STRAY,OTC,,4/16/2023,1800 BLK GARDENIA AVE LB CA 90806,LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A694372,,CAT,BLACK,WHITE,Unknown,3/6/2023,0,3/8/2023,UNDER AGE/WEIGHT,STRAY,OTC,,3/9/2023,"2100 W COLUMBIA ST, LONG BEACH, CA 90801",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A694403,,CAT,BRN TABBY,,Male,3/9/2017,6,3/9/2023,ILL SEVERE,STRAY,FIELD,,3/9/2023,1700 BLK ROSE AVE,LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
